state,region,sex,marital_status,no_of_active_loan_in_bureau,avg_disbursement_amount_bureau,non_agriculture_income,total_land_for_agriculture,k022_village_category_based_on_agri_parameters_good_average_poor,k022_proximity_to_nearest_mandi_km,k022_proximity_to_nearest_railway_km,ko22_village_score_based_on_socio_economic_parameters_0_to_100,k022_village_category_based_on_socio_economic_parameters_good_average_poor,k022_seasonal_average_rainfall_mm,r022_village_category_based_on_agri_parameters_good_average_poor,r022_seasonal_average_rainfall_mm,k021_seasonal_average_rainfall_mm,r021_seasonal_average_rainfall_mm,r020_seasonal_average_rainfall_mm,perc_of_house_with_6plus_room,women_15_19_mothers_or_pregnant_at_time_of_survey,perc_of_pop_living_in_hh_electricity,perc_households_with_pucca_house_that_has_more_than_3_rooms,mat_roof_metal_gi_asbestos_sheets,perc_of_wall_material_with_burnt_brick,households_with_improved_sanitation_facility,perc_households_do_not_have_kcc_with_the_credit_limit_of_50k,k022_total_geographical_area_in_hectares,k022_net_agri_area_in_ha,k022_net_agri_area_of_total_geog_area,kharif_seasons_irrigated_area_in_2022,kharif_seasons_cropping_density_in_2022,kharif_seasons_agricultural_performance_in_2022,kharif_seasons_agricultural_score_in_2022,kharif_seasons_type_of_soil_in_2022,kharif_seasons_type_of_water_bodies_in_hectares_2022,kharif_seasons_agro_ecological_sub_zone_in_2022,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2022,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_season_irrigated_area_in_2022,rabi_seasons_cropping_density_in_2022,rabi_seasons_agricultural_performance_in_2022,rabi_seasons_agricultural_score_in_2022,rabi_seasons_type_of_soil_in_2022,rabi_seasons_type_of_water_bodies_in_hectares_2022,rabi_seasons_agro_ecological_sub_zone_in_2022,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2022,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2022,rabi_seasons_kharif_season_irrigated_area_in_2021,rabi_seasons_cropping_density_in_2021,rabi_seasons_agricultural_performance_in_2021,rabi_seasons_agricultural_score_in_2021,rabi_seasons_type_of_soil_in_2021,rabi_seasons_type_of_water_bodies_in_hectares_2021,rabi_seasons_agro_ecological_sub_zone_in_2021,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2021,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2021,kharif_seasons_cropping_density_in_2021,kharif_seasons_agricultural_performance_in_2021,kharif_seasons_agricultural_score_in_2021,kharif_seasons_type_of_soil_in_2021,kharif_seasons_type_of_water_bodies_in_hectares_2021,kharif_seasons_agro_ecological_sub_zone_in_2021,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2021,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2021,kharif_seasons_kharif_season_irrigated_area_in_2020,kharif_seasons_cropping_density_in_2020,kharif_seasons_agricultural_performance_in_2020,kharif_seasons_agricultural_score_in_2020,kharif_seasons_type_of_soil_in_2020,kharif_seasons_type_of_water_bodies_in_hectares_2020,kharif_seasons_agro_ecological_sub_zone_in_2020,kharif_seasons_seasonal_average_groundwater_thickness_cm_in_2020,kharif_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,rabi_seasons_kharif_season_irrigated_area_in_2020,rabi_seasons_cropping_density_in_2020,rabi_seasons_agricultural_performance_in_2020,rabi_seasons_agricultural_score_in_2020,rabi_seasons_type_of_soil_in_2020,rabi_seasons_type_of_water_bodies_in_hectares_2020,rabi_seasons_agro_ecological_sub_zone_in_2020,rabi_seasons_seasonal_average_groundwater_thickness_cm_in_2020,rabi_seasons_seasonal_average_groundwater_replenishment_rate_cm_in_2020,night_light_index,village_score_based_on_socio_economic_parameters_non_normalised,village_score_based_on_socio_economic_parameters_0_to_100,village_category_based_on_socio_economic_parameters_good_average_poor,land_holding_index_source_total_agri_area_no_of_people,road_density_km_sqkm,target_income,k022_ambient_temperature_min_max_min,k022_ambient_temperature_min_max_max,k022_ambient_temperature_min_max_range,r022_ambient_temperature_min_max_min,r022_ambient_temperature_min_max_max,r022_ambient_temperature_min_max_range,r021_ambient_temperature_min_max_min,r021_ambient_temperature_min_max_max,r021_ambient_temperature_min_max_range,k021_ambient_temperature_min_max_min,k021_ambient_temperature_min_max_max,k021_ambient_temperature_min_max_range,r020_ambient_temperature_min_max_min,r020_ambient_temperature_min_max_max,r020_ambient_temperature_min_max_range,location_latitude,location_longitude
MAHARASHTRA,WEST,M,M,2,251700.0,12260000,37.0,Poor,19.4,21.0,30.07547604066739,Poor,2189.66,Poor,66.55,1248.58,110.77,182.41,0.35,4.4,97.2,7.54,65.5,28.18,66.4,2.44,946.09,737.99,78.0,27.07,38.65,37.17,25.61,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,102.98,30.07,93.43,25.42,19.68,28.95,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,92.88,14.28,95.71,40.41,19.98,38.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.01,21.86,93.43,25.42,2.03,20.48,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.06,20.9,95.71,40.41,37.75,41.31,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.13,24.4,94.32,14.92,33.18,34.26,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,96.25,14.44,0.96,20.2504284651424,30.07547604066739,Poor,0.194819011214124,2.5,15000000,24.39,30.9,6.509999999999998,20.25,31.86,11.61,20.21,32.81,12.600000000000001,24.24,30.5,6.260000000000002,20.3,31.12,10.82,20.2791095,78.7201275
MAHARASHTRA,WEST,M,M,9,177372.555555555,28979000,29.0,Average,7.6,15.4,40.18075246370599,Poor,1819.96,Poor,28.11,1242.44,158.4,270.98,1.09,5.57,97.69,4.23,36.65,38.25,69.89,0.8,444.57,351.0,78.95,57.88,73.13,50.83,38.59,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,99.83,26.32,82.39,75.35,12.37,22.55,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.8,15.6,91.78,63.4,26.98,41.74,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,95.62,21.44,82.39,75.35,15.37,22.98,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.7,21.48,91.78,63.4,15.95,30.68,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,98.19,24.6,90.54,46.75,29.87,31.29,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,94.95,14.08,0.93,26.4857750640628,40.18075246370599,Poor,0.305376718287802,5.18,32000000,23.29,29.63,6.34,19.81,31.07,11.260000000000002,20.02,32.04,12.02,23.26,29.36,6.099999999999998,19.71,30.1,10.39,,
MAHARASHTRA,WEST,M,M,1,86000.0,16368000,22.0,Poor,6.5,15.2,42.31993441454087,Poor,1064.31,Poor,67.1,611.0,87.66,69.6,0.74,3.6,99.1,3.36,13.76,29.83,75.7,0.42,3191.66,2434.17,76.27,52.65,53.94,17.84,28.46,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,88.55,34.83,5.48,21.93,3.05,9.42,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,84.3,20.97,75.64,24.26,15.66,35.05,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,82.87,31.43,5.48,21.93,18.44,15.69,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,84.28,27.01,85.68,14.98,0.88,22.08,Red and lateritic Soils,['water'],EASTERN PLATEAU (CHHOTANAGPUR) AND EASTERN GHATS  HOT SUBHUMID ECO-REGION,94.84,31.43,75.55,16.35,11.33,26.07,Shallow Black Soils (with medium and deep Black Soils as  inclusion),[None],DECCAN PLATU  HOT SEMI-ARID ECO-REGION,84.94,33.97,0.98,27.8057331080803,42.31993441454087,Poor,0.465133654483717,2.41,18000000,21.21,27.81,6.599999999999998,18.14,30.22,12.079999999999998,18.83,30.91,12.080000000000002,21.12,27.87,6.75,18.72,30.16,11.440000000000001,20.9012844,77.7469841
KARNATAKA,SOUTH,M,M,0,,16875000,25.0,Poor,7.4,1.8,41.42604181010089,Average,864.61,Poor,224.21,615.84,111.63,119.93,1.03,8.5,99.2,5.88,36.1,23.94,58.8,1.85,1228.32,356.21,29.0,42.83,50.02,10.9,17.01,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),93.37,21.43,33.08,30.31,12.27,13.1,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),94.74,15.07,81.35,24.68,12.69,29.36,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),92.62,20.07,33.08,30.31,1.79,7.99,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),89.37,16.76,81.35,24.68,7.14,24.45,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),90.66,24.17,80.99,14.26,7.58,19.59,Mixed Red and Black Soils,['water'],KARNATAKA PLATEAU (RAYALSEEMA AS INCLUSION),89.9,18.63,0.97,27.2541667799997,41.42604181010089,Average,0.0490326576964107,5.54,18750000,22.2,29.18,6.98,20.43,31.45,11.02,19.69,31.22,11.529999999999998,22.49,29.33,6.84,21.46,32.26,10.799999999999997,15.4373672,76.5371013
KARNATAKA,SOUTH,M,M,1,750000.0,18630000,3.03,Poor,9.6,4.2,42.37855193021891,Average,918.85,Poor,87.25,761.29,65.0,115.67,0.58,8.51,99.21,1.95,20.04,4.58,58.68,1.09,7925.51,1625.28,20.51,49.83,54.86,9.26,21.68,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.74,21.96,10.11,55.55,11.66,12.18,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,77.68,15.16,6.04,38.15,9.24,13.6,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,81.87,28.61,10.11,55.55,16.3,13.4,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,75.83,16.47,6.04,38.15,13.68,11.63,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.17,35.53,3.68,24.79,6.65,8.36,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,73.64,16.85,0.92,27.8419023835874,42.37855193021891,Average,1.18191007395664,0.68,20700000,22.93,29.62,6.690000000000001,19.81,30.94,11.130000000000003,19.03,30.94,11.91,23.14,29.55,6.41,20.33,30.9,10.57,15.356281,76.1528715
KARNATAKA,SOUTH,F,M,0,,13888888,3.0,Poor,7.4,30.6,42.14654385671257,Poor,2473.65,Poor,22.51,1227.05,42.29,155.68,0.84,8.51,99.21,5.92,35.53,23.6,58.68,1.87,2177.26,1115.88,51.25,41.66,55.77,11.32,19.08,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,89.02,28.45,31.21,44.47,25.98,21.39,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,78.75,15.98,32.56,57.31,15.89,23.51,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.37,24.09,31.21,44.47,11.01,13.68,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,80.84,22.08,10.73,9.41,31.19,17.02,Mixed Red and Black Soils,[None],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,85.5,29.49,24.3,76.19,33.22,22.71,Mixed Red and Black Soils,['water'],DECCAN PLATEAU  (TELANGANA) AND EASTERN GHATS  HOT SEMI ARID ECO-REGION,79.28,21.06,0.91,27.6987444241711,42.14654385671257,Poor,0.431109685943772,1.44,13888888,24.1,30.55,6.449999999999999,19.81,31.12,11.310000000000002,19.48,31.7,12.219999999999999,24.01,30.19,6.18,20.95,31.07,10.120000000000001,15.657657657657657,76.47761210238143
KARNATAKA,SOUTH,F,M,0,,50000,4.0,Poor,13.0,12.1,35.14322056708654,Poor,1187.63,Poor,392.61,764.82,144.32,114.47,0.2,5.9,98.4,2.57,6.03,42.62,86.7,0.78,497.75,285.06,57.27,32.04,64.66,8.98,13.31,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,110.15,23.98,80.97,16.84,13.35,22.33,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,109.0,31.74,91.06,23.61,13.08,31.69,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.91,21.89,80.97,16.84,15.13,22.38,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,102.62,19.42,91.06,23.61,8.52,27.25,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,100.53,28.45,81.84,12.31,18.62,24.32,Red loamy Soils,['water'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,99.52,28.49,0.95,23.3774229454679,35.14322056708654,Poor,0.229950147621122,0.0,50000,20.39,26.97,6.579999999999998,18.78,28.75,9.969999999999999,18.8,29.41,10.61,20.83,27.14,6.310000000000002,19.63,30.15,10.52,12.4987416,76.6784484
KARNATAKA,SOUTH,M,M,6,457070.833333333,11486000,6.0,Poor,2.3,33.3,44.65418165730416,Average,973.59,Average,431.52,808.62,179.78,145.91,0.93,5.9,98.4,5.3,7.13,41.42,86.7,0.41,339.39,271.58,80.02,64.63,70.95,22.26,27.46,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,114.03,20.99,70.36,8.53,43.61,34.5,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,104.28,32.44,67.6,4.11,17.04,25.72,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,100.64,31.81,70.36,8.53,34.09,28.34,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,114.39,21.85,67.6,4.11,24.4,27.5,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,109.6,37.17,76.74,19.14,20.12,24.03,Red loamy Soils,[None],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,101.4,35.88,0.92,29.2460539856983,44.65418165730416,Average,0.285576083870493,0.0,12500000,19.38,25.61,6.23,17.73,28.19,10.46,17.75,28.26,10.510000000000002,19.76,25.28,5.52,18.27,28.73,10.46,,
KARNATAKA,SOUTH,M,S,2,59360.5,0,,Poor,8.1,27.2,40.62838767968718,Average,729.27,Poor,366.03,585.04,230.39,265.18,0.07,6.1,98.7,4.91,3.49,38.73,75.2,0.64,3041.17,1321.85,43.47,39.49,27.3,8.1,17.51,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,96.9,23.37,88.62,16.43,3.95,22.27,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,90.87,33.66,88.62,13.72,14.95,33.93,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,84.31,27.92,88.62,16.43,8.21,23.82,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,92.58,21.3,88.62,13.72,7.94,29.3,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,91.47,35.5,82.47,21.26,31.15,32.86,Red loamy Soils,['reservoir'],EASTERN GHATS AND TAMIL NADU UPLANDS AND DECCAN (K ARNATAKA) PLATEAU  HOT SEMI-ARID ECO-REGION,83.87,33.03,0.98,26.7619833145528,40.62838767968718,Average,0.350306486705659,0.0,56833,18.98,25.82,6.84,17.17,27.95,10.779999999999998,17.25,28.37,11.120000000000001,19.37,25.8,6.43,17.78,29.25,11.469999999999999,,
MADHYA PRADESH,CENTRAL,M,M,8,431375.0,8830000,10.0,Poor,0.0,3.6,47.4047565833575,Average,1311.27,Poor,156.59,751.39,116.41,44.6,1.35,6.8,98.8,3.7,44.98,44.42,73.8,10.39,1436.83,612.77,42.65,59.7,82.99,16.01,24.49,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,98.02,23.94,84.42,74.77,25.74,29.95,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,95.67,13.97,65.03,63.87,20.74,33.01,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,94.07,16.81,84.42,74.77,22.52,27.11,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,93.97,21.6,65.03,63.87,10.05,22.32,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,96.3,21.05,60.64,39.5,18.9,21.61,Deep Black soils (with shallow and medium Black Soils as inclusion),['river'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,102.45,26.43,0.78,30.943265154622,47.4047565833575,Average,2.15400028121485,1.53,10000000,24.03,31.13,7.099999999999998,17.9,30.79,12.89,18.25,31.55,13.3,24.18,31.03,6.850000000000001,18.51,30.35,11.84,22.169969,76.0648023
MADHYA PRADESH,CENTRAL,M,M,3,183618.666666666,8790000,10.0,Poor,18.1,13.4,31.22326192595511,Poor,1674.66,Poor,136.74,835.34,96.71,109.13,0.18,6.8,98.8,1.56,19.22,17.08,73.8,1.97,2032.49,1281.96,63.07,16.8,69.48,25.5,19.58,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,97.49,25.54,10.7,7.49,20.28,15.18,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,93.95,14.19,24.99,52.95,13.93,20.81,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,92.65,18.17,10.7,7.49,1.13,6.11,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,92.16,20.85,24.99,52.95,5.65,12.32,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,95.96,22.14,19.64,6.47,21.66,16.74,Deep Black soils (with shallow and medium Black Soils as inclusion),['reservoir'],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,99.07,21.9,0.88,20.9586567724652,31.22326192595511,Poor,2.32335937075231,0.0,10000000,23.22,30.05,6.830000000000002,18.25,30.31,12.059999999999999,18.79,31.03,12.240000000000002,23.24,29.86,6.620000000000001,18.4,29.41,11.010000000000002,,
MADHYA PRADESH,CENTRAL,M,M,0,,8865000,8.0,Average,6.7,0.0,42.42353950496285,Poor,889.36,Poor,140.35,763.77,192.12,422.92,2.11,6.8,98.8,4.22,51.56,49.91,73.8,6.84,3410.09,2427.6,71.19,77.54,72.64,35.9,42.85,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",51.32,6.49,76.88,62.4,22.12,31.91,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",48.66,2.89,63.99,61.6,31.02,42.2,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",48.77,1.25,76.88,62.4,9.61,24.97,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",50.15,5.84,63.99,61.6,13.55,28.56,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",48.88,3.03,76.88,62.4,18.18,29.65,Desert (saline) Soils,[None],"WESTERN PLAIN  KACHCHH AND PART OF KATHIAWAR PENINSULA, HOT ARID ECO-REGION",48.36,1.48,0.96,27.8696614580976,42.42353950496285,Poor,0.805150095022039,1.28,10000000,25.22,33.97,8.75,13.53,26.66,13.13,12.82,26.45,13.629999999999999,25.94,34.7,8.760000000000002,12.79,24.81,12.02,21.9763736,75.470348
MADHYA PRADESH,CENTRAL,M,M,6,292728.0,8710000,10.0,Average,9.8,34.1,37.86477540490547,Average,1257.94,Average,138.02,638.89,127.11,22.48,1.16,6.8,98.8,4.75,56.69,41.73,73.8,10.09,752.2,610.18,81.12,70.91,91.58,31.47,34.2,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,94.57,21.63,94.12,96.12,42.92,39.92,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,93.2,13.47,95.89,70.78,27.02,44.19,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,91.52,15.73,94.12,96.12,27.4,31.0,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,91.07,20.15,95.89,70.78,9.41,29.88,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,92.94,19.59,62.66,75.57,37.7,30.41,Deep Black soils (with shallow and medium Black Soils as inclusion),[None],CENTRAL HIGHLANDS ( MALWA )  GUJARAT PLAIN AND KATHIAWAR PENINSULA  SEMI-ARID ECO-REGION,98.32,24.51,0.88,25.0567275969548,37.86477540490547,Average,1.33964169667164,0.0,10000000,24.17,31.25,7.079999999999998,18.12,31.07,12.95,18.19,31.28,13.09,24.32,31.2,6.879999999999999,18.61,30.45,11.84,22.0951589,75.5003779
